1,Seinen
2,Seinen
3,Seinen
4,Seinen
7,Shounen
8,Shoujo
9,Shounen
10,Seinen
11,Shounen
12,Shounen
13,Shounen
14,Shounen
15,Shounen
16,Shounen
17,Shoujo
18,Shoujo
19,Shounen
20,Shounen
21,Shounen
22,Shounen
23,Shounen
24,Shounen
25,Shounen
26,Shounen
27,Shoujo
28,Shoujo
29,Josei
30,Shoujo
31,Shoujo
32,Shounen
33,Shounen
34,Shounen
35,Shoujo
36,Shoujo
37,Shoujo
38,Shounen
39,Shounen
40,Shounen
41,Shounen
42,Shounen
43,Shounen
44,Shounen
45,Shounen
46,Shounen
47,Shounen
48,Shounen
49,Shounen
50,Shounen
51,Shounen
52,Shounen
53,Shounen
54,Shounen
55,Shoujo
56,Shoujo
57,Shoujo
58,Shoujo
59,Shounen
60,Seinen
61,null
62,Shoujo
63,Shoujo
64,Shoujo
65,Shoujo
66,Shounen
67,Seinen
68,Shounen
69,Shoujo
70,Seinen
71,Shoujo
72,Seinen
73,Seinen
74,Shounen
75,Seinen
76,Shoujo
77,Shoujo
78,Shoujo
79,Shoujo
80,Shounen
81,Shounen
83,Shoujo
84,Shoujo
85,null
86,Shoujo
87,Shoujo
88,null
89,Shoujo
90,Josei
91,Shoujo
92,Shoujo
93,Seinen
94,Shoujo
95,Shoujo
96,null
97,Shounen
98,Seinen
99,Shounen
100,null
101,Shoujo
102,Shoujo
103,Shoujo
104,null
105,Shounen
106,Shoujo
107,Seinen
108,Shoujo
109,Shoujo
110,Shounen
111,Seinen
112,Josei
113,Shoujo
114,Shounen
115,Shounen
116,null
117,null
118,null
119,Shoujo
120,null
121,null
122,null
123,Josei
124,Shoujo
125,null
126,null
127,null
128,Josei
129,Seinen
130,Shoujo
131,Josei
132,Shounen
133,Shoujo
134,Shounen
135,Shounen
136,Shounen
137,Seinen
138,null
139,Shoujo
140,Shounen
141,null
142,Seinen
143,Josei
144,Seinen
145,Shounen
146,Josei
147,Shounen
148,null
149,Seinen
150,null
151,Seinen
152,Shounen
153,Shounen
