1,9.16
2,9.47
3,8.95
4,8.68
7,8.73
8,8.04
9,8.3
10,8.38
11,8.08
12,7.86
13,9.22
14,7.85
15,7.92
16,7.79
17,8.15
18,8.3
19,7.62
20,8.12
21,8.69
22,8.56
23,7.99
24,8.28
25,9.04
26,8.74
27,8.1
28,8.8
29,8.29
30,8.5
31,8.33
32,7.44
33,7.38
34,6.53
35,7.51
36,7.79
37,7.85
38,7.65
39,6.98
40,7.79
41,7.26
42,8.42
43,8.48
44,8.63
45,7.76
46,6.8
47,8.12
48,7.57
49,7.7
50,7.78
51,9.09
52,7.84
53,8.2
54,7.68
55,7.9
56,6.62
57,8.28
58,7.9
59,
60,
61,6.47
62,6.18
63,
64,6.73
65,6.45
66,7.02
67,7.83
68,7.09
69,6.74
70,7.63
71,7.68
72,6.55
73,7.25
74,7.78
75,7.53
76,7.66
77,7.34
